CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
4462338,2/5/15 10:49,2/27/15 12:00,2/27/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:no major issues.   BUF Action:Inspect. date completed - 2/27/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1761 HAYES ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.773910680454, -122.445409608989)",Voice In,
4434102,1/27/15 15:49,,2/27/15 16:12,Open,accepted,DPW Ops Queue,Tree Maintenance,Landscaping,Other,"43 NOE ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,"(37.768445518084, -122.433319543458)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54c823f8df865a0667cd8784/report.jpg
4532031,2/28/15 2:43,3/4/15 9:29,3/4/15 9:29,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of CARGO WAY and MENDELL ST,10,India Basin,"(37.7438834567303, -122.383118297614)",Voice In,
4519522,2/24/15 9:44,2/28/15 2:04,2/28/15 2:04,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Restake tree,"2100 36TH AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.747710384923, -122.494131445284)",Voice In,
4519021,2/24/15 6:28,2/28/15 7:46,2/28/15 7:46,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"2115 REVERE AVE, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.737069797562, -122.399989016453)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54ec8a66df86cdc211f841d8/report.jpg
4437046,1/28/15 13:12,,3/10/15 13:37,Open,accepted,DPW BSM Queue,Tree Maintenance,Landscaping,Backfill tree basin,Intersection of 5TH ST and MISSION ST,6,South of Market,"(37.7827315392717, -122.406479543996)",Voice In,
4386960,1/12/15 14:54,,2/28/15 14:23,Open,accepted,DPW BSM Queue,Tree Maintenance,Landscaping,Other,"95 SAN ANDREAS WAY, SAN FRANCISCO, CA, 94127",7,Monterey Heights,"(37.732705170868, -122.464461363854)",Voice In,
4535684,3/1/15 15:45,,3/1/15 15:46,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"402 DUBOCE AVE, SAN FRANCISCO, CA, 94117",8,Duboce Triangle,"(37.769548476062, -122.430140382811)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f39f2edf86cdc211f8977d/report.jpg
4535662,3/1/15 15:37,3/6/15 1:35,3/6/15 1:35,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Blocking traffic signal,Intersection of 20TH ST and DOLORES ST,8,Dolores Heights,"(37.7582267572179, -122.425766877751)",Twitter,http://pic.twitter.com/AYBLDzePKr
4535523,3/1/15 14:52,3/2/15 8:11,3/2/15 8:11,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 25TH ST and 3RD ST,10,Central Waterfront,"(37.7528355928443, -122.387756218016)",Integrated Agency,
4535221,3/1/15 12:59,,3/1/15 13:02,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"3292 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.745277498491, -122.413587343381)",Voice In,
4534981,3/1/15 11:22,3/2/15 10:24,3/2/15 10:24,Closed,Case Completed - resolved: removed hanger,DPW BUF Queue,Tree Maintenance,Damaged Tree,Hanging limb,"4027 ALEMANY BLVD, SAN FRANCISCO, CA, 94132",7,Merced Heights,"(37.710156315033, -122.469799630844)",Voice In,
4534910,3/1/15 10:50,3/2/15 10:21,3/2/15 10:21,Closed,Case Completed - resolved: removed hanger,DPW BUF Queue,Tree Maintenance,Damaged Tree,Hanging limb,Intersection of OCTAVIA ST and PAGE ST,5,Lower Haight,"(37.7738892157624, -122.423947094103)",Voice In,
4534638,3/1/15 9:03,3/3/15 6:00,3/3/15 6:00,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,"2850 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.748886738082, -122.406675527324)",Voice In,
4534566,3/1/15 8:43,,3/13/15 6:37,Open,accepted,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 19TH ST and SHOTWELL ST,9,Mission,"(37.7604332780234, -122.415928819083)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f3419ddf86cdc211f88fd6/photo_20150301_084248.jpg
4533595,2/28/15 15:33,3/1/15 1:24,3/1/15 1:24,Closed,Case Completed - resolved: 1098,DPW Ops Queue,Tree Maintenance,Damaged Tree,Hanging limb,Intersection of CADELL PL and UNION ST,3,North Beach,"(37.8005869103251, -122.408009817715)",Voice In,
4539730,3/2/15 18:20,,3/2/15 18:21,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"2700 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.753919825066, -122.414371969162)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f511e3df86cdc211f8b474/photo_20150302_174330.jpg
4539685,3/2/15 17:54,3/4/15 9:22,3/4/15 9:22,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1166 POTRERO AVE, SAN FRANCISCO, CA, 94110",9,Mission,"(37.753512490194, -122.406608556736)",Integrated Agency,
4539684,3/2/15 17:54,3/12/15 8:54,3/12/15 8:54,Closed,Case Completed - resolved: removed hanger,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of GEARY BLVD and LAGUNA ST,5,Japantown,"(37.7849539680322, -122.427989097505)",Integrated Agency,
4539602,3/2/15 17:28,3/5/15 12:00,3/5/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  BUF Action:Inspect. date completed - 3/5/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1360 CLAYTON ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.7593621934, -122.446369039807)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f49bfddf86cdc211f8a616/report.jpg
4539386,3/2/15 16:18,3/27/15 6:50,3/27/15 6:50,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Weeding,Intersection of 10TH ST and BRYANT ST,6,South of Market,"(37.770348509168, -122.409736011772)",Voice In,
4539250,3/2/15 15:47,3/6/15 2:17,3/6/15 2:17,Closed,Case Completed - resolved: This tree is fine no pruning required.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"2053 ELLIS ST, SAN FRANCISCO, CA, 94115",5,Anza Vista,"(37.7812798597, -122.440005849326)",Voice In,
4539114,3/2/15 15:19,3/4/15 9:40,3/4/15 9:40,Closed,Case Completed - resolved: removed hanger,DPW BUF Queue,Tree Maintenance,Damaged Tree,Hanging limb,"629 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.778582757745, -122.458871988334)",Voice In,
4538908,3/2/15 14:37,3/5/15 2:32,3/5/15 2:32,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Remove garden debris,"4333 CABRILLO ST, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.773336587444, -122.505297397985)",Voice In,
4538806,3/2/15 14:21,,3/2/15 14:23,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"4338 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.747177429123, -122.436778462527)",Voice In,
4538577,3/2/15 13:40,3/12/15 1:43,3/12/15 1:43,Closed,Case Completed - resolved: tree not dead,DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,Intersection of 20TH ST and NOE ST,8,Eureka Valley,"(37.7578204150004, -122.43248409322)",Voice In,
4538282,3/2/15 12:45,,3/2/15 12:45,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"1167 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.730677928206, -122.430187859845)",Voice In,
4537810,3/2/15 10:50,,3/2/15 10:51,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"233 COLERIDGE ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.742346403036, -122.420431721454)",Voice In,
4537448,3/2/15 9:34,,3/2/15 9:38,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"2265 LARKIN ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.798811489514, -122.420797191131)",Voice In,
4537443,3/2/15 9:33,,3/2/15 10:19,Open,accepted,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"505 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.762652260522, -122.428288691887)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f49ef1df86cdc211f8a6bf/report.jpg
4537326,3/2/15 9:15,3/30/15 12:00,3/30/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:looks,like,tree,was,hit,by,a,truck. confirm at staff meeting who replaces tree. .   BUF Action:Inspect. date completed - 3/30/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of CESAR CHAVEZ ST and FLORIDA ST,9,Peralta Heights,"(37.7483342392007, -122.409646539695)",Web Self Service,
4537133,3/2/15 8:48,,3/2/15 8:48,Open,accepted,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 16TH ST and VALENCIA ST,8,Mission,"(37.7649173279987, -122.421886343791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f4943adf86cdc211f8a385/photo_20150302_084734.jpg
4536657,3/2/15 6:38,3/31/15 1:22,3/31/15 1:22,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:at Buckingham and Winston interection median tree in front of stop sign across from fire station. blocking stop signfrom CMMS: trimmed 2.   BUF Action:Prune. date completed - 3/31/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of BUCKINGHAM WAY and WINSTON DR,7,Stonestown,"(37.7282104353187, -122.478697923847)",Voice In,
4499637,2/17/15 8:45,3/2/15 7:11,3/2/15 7:11,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Other,Intersection of BOSWORTH ST and LIPPARD AVE,8,Glen Park,"(37.733875206882, -122.435840044922)",Voice In,
4543566,3/3/15 19:55,,3/3/15 19:56,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of GEARY BLVD and WEBSTER ST,5,Japantown,"(37.7845681372362, -122.431204856266)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f62debdf86cdc211f8c54a/photo_20150303_135458.jpg
4543306,3/3/15 17:58,3/6/15 2:08,3/6/15 2:08,Closed,Case Completed - resolved: Request Letter Sent.   we have already sent the homeowner a letter requesting them to replant. please be patient.,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"3686 20TH ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.758518866214, -122.423183022161)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f666afdf86cdc211f8c9d8/photo_20150303_175725.jpg
4543298,3/3/15 17:55,,3/10/15 7:55,Open,accepted,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"727 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.759494477956, -122.423414814637)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f665f6df86cdc211f8c9aa/photo_20150303_175441.jpg
4543165,3/3/15 17:19,3/17/15 9:37,3/17/15 9:37,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created: okay to pave, electric runs too close..   BUF Action:Inspect. date completed - 3/17/2015. "".",DPW Ops Queue,Tree Maintenance,Tree Other,Other,"286 LEXINGTON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.758773140271, -122.420597976372)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f65da1df86cdc211f8c7bd/photo_20150303_171845.jpg
4543119,3/3/15 17:07,3/5/15 12:00,3/5/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:another sr report of illegal pruning.   BUF Action:Inspect. date completed - 3/5/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of BROADWAY and SANSOME ST,3,North Beach,"(37.7984297758226, -122.402228633809)",Open311,
4543016,3/3/15 16:40,,3/3/15 16:43,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"1099 SUNNYDALE AVE, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.710115912847, -122.412443854567)",Voice In,
4542701,3/3/15 15:30,4/6/15 11:50,4/6/15 11:50,Closed,"Case Completed - resolved: I walked the entire perimeter of the school. Several of the trees are retaining small dead twigs, but there is nothing hazardous that needs to be pruned away.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"402 GIRARD ST, SAN FRANCISCO, CA, 94134",9,Portola,"(37.727194968373, -122.404809540578)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f643eddf86cdc211f8c601/photo_20150303_152924.jpg
4542461,3/3/15 14:43,3/19/15 12:00,3/19/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:prune lower limbs to meet street and sidewalk clearance.from CMMS: .   BUF Action:Prune. date completed - 3/19/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of HUDSON AVE and MENDELL ST,10,Bayview,"(37.7389829613363, -122.386398781522)",Web Self Service,
4542289,3/3/15 14:07,3/31/15 11:14,3/31/15 11:14,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:possoble,removal candidate from CMMS: .   BUF Action:Prune. date completed - 3/31/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,About to fall,"367 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",7,Sunnyside,"(37.73139960835, -122.443531650971)",Voice In,
4541716,3/3/15 11:59,4/27/15 2:12,4/27/15 2:12,Closed,Case Completed - resolved: Request Letter Sent.   Privately maintained trees will need to research property ownership,DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,Intersection of DIAMOND HEIGHTS BLVD and PORTOLA DR,8,Upper Market,"(37.746945453401, -122.444847383283)",Voice In,
4541557,3/3/15 11:20,,3/3/15 11:22,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"2566 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.714977994387, -122.446924568309)",Voice In,
4541510,3/3/15 11:10,,3/9/15 6:23,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1285 OAK ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.772626210607, -122.440424945301)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f6070cdf86cdc211f8c1a6/report.jpg
4541320,3/3/15 10:21,3/7/15 11:27,3/7/15 11:27,Closed,Case Completed - resolved: 1098  removed  Muni--  trimmed  trees,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"407 CORTLAND AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.73928506949, -122.41751373113)",Web Self Service,
4541035,3/3/15 9:24,3/5/15 7:10,3/5/15 7:10,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of THE EMBARCADERO and TOWNSEND ST,6,South Beach,"(37.7818557035676, -122.388086515439)",Integrated Agency,
4533391,2/28/15 14:25,3/3/15 11:10,3/3/15 11:10,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"371 SILVER AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.728633409578, -122.429049973122)",Integrated Agency,
4532277,2/28/15 8:41,3/3/15 9:35,3/3/15 9:35,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 20TH ST and SOUTH VAN NESS AVE,9,Mission,"(37.7587642865182, -122.416872544919)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f1efa1df86cdc211f8851e/photo_20150228_084043.jpg
4502419,2/17/15 19:20,3/3/15 4:15,3/3/15 4:15,Closed,Case Completed - resolved: a tree has been requested for replacement. see tree at 335 Oak.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"300 OAK ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,"(37.774872215875, -122.424200159945)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54e4050ddf86cdc211f7e39e/report.jpg
4546903,3/4/15 21:25,,3/6/15 17:09,Open,,DPW BSM Queue,Tree Maintenance,Landscaping,Sprinkler system issues,"29 MENDOSA AVE, SAN FRANCISCO, CA, 94116",7,West of Twin Peaks,"(37.7489085571, -122.465549405003)",Voice In,
4546459,3/4/15 17:39,,3/4/15 17:42,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1486 WALLER ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.769002406367, -122.448181646028)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f7ae84df86cdc211f8db4c/report.jpg
4546304,3/4/15 17:03,3/5/15 12:00,3/5/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:smk issuing fine?.   BUF Action:Inspect. date completed - 3/5/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"555 BAKER ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.776128909806, -122.44177681656)",Voice In,
4546095,3/4/15 16:21,3/12/15 12:00,3/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:empty basin, not sure if PO ever re-planted tree from 2013 permit..   BUF Action:Inspect. date completed - 3/12/2015. "".",DPW Ops Queue,Tree Maintenance,Landscaping,Empty tree basin,"1028 SACRAMENTO ST, SAN FRANCISCO, CA, 94108",3,Nob Hill,"(37.792978299905, -122.409929651925)",Voice In,
4546007,3/4/15 16:05,,3/12/15 13:37,Open,accepted,DPW Ops Queue,Tree Maintenance,Landscaping,Other,"882 14TH ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,"(37.767593708662, -122.433043878331)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f79daedf86cdc211f8d731/report.jpg
4545925,3/4/15 15:49,3/13/15 12:03,3/13/15 12:03,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Damaged Tree,About to fall,"179 BEMIS ST, SAN FRANCISCO, CA, 94131",8,Fairmount,"(37.736920304411, -122.430627989734)",Voice In,
4545192,3/4/15 12:43,3/6/15 4:09,3/6/15 4:09,Closed,"Case Completed - resolved: Confirmed, trees are privately maintained on this block.  Please advise caller that property is responsible for pruning, and direct to our website for more pruning info.  Www.sfdpw.org/trees",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1825 BEACH ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.803882601789, -122.439813207428)",Voice In,
4545050,3/4/15 12:05,3/6/15 12:36,3/6/15 12:36,Closed,"Case Completed - resolved: Request Letter Sent.   privately maintained tree, sending letter asking to remove cracked limb possibly remove the entire tree.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1542 PAGE ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.771111192828, -122.446642661035)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f76577df86cdc211f8d298/report.jpg
4544836,3/4/15 11:14,3/5/15 6:59,3/5/15 6:59,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of HYDE ST and LOMBARD ST,2,Russian Hill,"(37.8019948129691, -122.419614047598)",Voice In,
4544666,3/4/15 10:24,3/30/15 11:18,3/30/15 11:18,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"3325 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.744760965459, -122.413157759541)",Integrated Agency,
4544652,3/4/15 10:20,3/17/15 8:51,3/17/15 8:51,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"88 HOFF ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763906771102, -122.420719205307)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/54f74cdbdf86cdc211f8d0c4/photo_20150304_101910.jpg
